name,product_id,price_current,price_old,discount_pct,installment_monthly,installment_term,url,image_url,page
Planşet Apple iPad Air 13 M3 2025 Wi-Fi 128GB - Purple (MCNL4),1125966,1742.99,2399.00,-27 %,581.00,3 ay,https://birmarket.az/product/1125966-planshet-apple-ipad-air-13-m3-2025-wi-fi-128gb-purple-mcnl4,https://strgimgr.b-cdn.net/img/product/280/f801b439-c1a6-4567-afe0-73ef215fea38.jpeg,21
Planşet Oteeto K8 8GB/256GB Blue,1022255,195.00,230.00,-15 %,65.00,3 ay,https://birmarket.az/product/1022255-planshet-oteeto-k8-8gb-256gb-blue,https://strgimgr.b-cdn.net/sized/280/1022255-f64bef6387917f1316497dfbc6db2bd0.jpg,21
Planşet Oteeto Tab 13 8GB/512GB Gray,1017131,,250.00,,83.34,3 ay,https://birmarket.az/product/1017131-planshet-oteeto-tab-13-8gb-512gb-gray,https://strgimgr.b-cdn.net/sized/280/1017131-8c73868fb6c806ce1d211dfd54c4e63c.jpg,21
"Planşet MetaPad M11i 10.95"" 6GB/128GB Blue",1212029,357.47,550.00,-35 %,19.86,18 ay,https://birmarket.az/product/1212029-planshet-metapad-m11i-10-95-6gb-128gb-blue-metapadm11i_blue,https://strgimgr.b-cdn.net/img/product/280/9fe02a31-f523-40af-b57a-90f256b454d3.jpeg,21
"Planşet Umiio S10 11"" 12GB/512GB",1215068,238.53,299.00,-20 %,79.52,3 ay,https://birmarket.az/product/1215068-umiio-s10-planset-12gb-ram-512gb-rom,https://strgimgr.b-cdn.net/img/product/280/3f39da67-c4c0-48f7-9aeb-2930118b7d8c.jpeg,21
Planşet Discover Fire10 3GB/32GB Blue - discoverfire10bl_ue,1392543,129.00,200.00,-36 %,7.17,18 ay,https://birmarket.az/product/1392543-planshet-discover-fire10-3gb-32gb-blue-discoverfire10bl_ue,https://strgimgr.b-cdn.net/img/product/280/46591cdb-6d19-40ea-93b4-0b2921e0e85a.jpeg,22
"Planşet Apple iPad Pro 12.9"" M1 2021 Wi-Fi + Cellular 128GB Space Gray",198185,,3476.95,,193.17,18 ay,https://birmarket.az/product/198185-planshet-apple-ipad-pro-12-9-m1-2021-wi-fi-cellular-128gb-space-gray-mhr43rk-a,https://strgimgr.b-cdn.net/sized/280/198185-31d6b6a03e1babeb9bc0346b8900ca6b.jpg,22
"Planşet Apple iPad 10.9"" A14 Bionic 2022 Wi-Fi 64GB Yellow",721063,,800.00,,266.67,3 ay,https://birmarket.az/product/721063-planshet-apple-ipad-10-9-10-gen-wi-fi-64gb-a2696-yellow-mpq23ll-a,https://strgimgr.b-cdn.net/sized/280/721063-c974bb595c54d89866d7257faae6db84.jpg,22
"Planşet Apple iPad Mini 8.3"" A15 Bionic 2021 Wi-Fi 64GB Purple.",575690,,1786.77,,99.27,18 ay,https://birmarket.az/product/575690-planshet-apple-ipad-mini-6-2021-wi-fi-256gb-a2567-purple-mk7x3ll-a,https://strgimgr.b-cdn.net/sized/280/575690-d504a8c29a80032b878b76d0cbc57960.jpg,22
Planşet Discover Note 21 Plus 5G 8GB/512GB Blue,1085344,,229.00,,76.34,3 ay,https://birmarket.az/product/1085344-planshet-discover-note-21-plus-5g-8gb-512gb-blue,https://strgimgr.b-cdn.net/img/product/280/634db8a7-8eb9-4bcc-bdfc-5338b093981e.jpeg,22
Planşet Discover Note 21 Plus 8GB/512GB Gold,1082649,,170.00,,56.67,3 ay,https://birmarket.az/product/1082649-plashet-discover-note-21-plus-8gb-512gb-gold,https://strgimgr.b-cdn.net/img/product/280/8bde96fa-7f29-48f6-9d3a-be271753ec38.jpeg,22
"Planşet Vikusha V-E5 8"" 32GB Grey",1171083,158.93,300.00,-47 %,8.83,18 ay,https://birmarket.az/product/1171083-planshet-vikusha-v-e5-8-32gb-grey-vik_e5_grey,https://strgimgr.b-cdn.net/img/product/280/4eed48f3-eccf-4217-85bd-bceebb595746.jpeg,22
Planşet X-INOVA XTab10 Plus 8GB/512GB Black,1187904,239.30,500.00,-52 %,13.30,18 ay,https://birmarket.az/product/1187904-planshet-x-inova-xtab10-plus-8gb-512gb-black-xtab_10_plus_black,https://strgimgr.b-cdn.net/img/product/280/e88bdd0c-ae98-47ed-a767-a6507c2f5a26.jpeg,22
Planşet Atouch Q42 Kids 8GB/256GB Blue,1250494,132.00,250.00,-47 %,7.34,18 ay,https://birmarket.az/product/1250494-planshet-atouch-q42-kids-8gb-256gb-5000mah-blue-q42_blue,https://strgimgr.b-cdn.net/img/product/280/af6df858-c160-475e-b581-b9576f7bceb2.jpeg,22
Planşet G-Tab C30 14GB/128GB 4G Blue,1264811,,549.00,,183.00,3 ay,https://birmarket.az/product/1264811-gtab-c30-14-128-4g-blue,https://strgimgr.b-cdn.net/img/product/280/a8aed347-cd0f-4a98-81df-5d4a77e44e06.jpeg,22
Planşet G-tab Pad 10 Pro Gray,1311807,,248.99,,13.84,18 ay,https://birmarket.az/product/1311807-planshet-g-tab-pad-10-pro-gray,https://strgimgr.b-cdn.net/img/product/280/cb48d80e-fa97-43ea-b946-cbe79b3224be.jpeg,22
Planşet Modio M3 4GB/128GB Blue,1392770,89.99,180.00,-50 %,5.00,18 ay,https://birmarket.az/product/1392770-planshet-modio-m3-4gb-128gb-blue-modiom3bl_ue,https://strgimgr.b-cdn.net/img/product/280/5ef23af0-9d40-421a-a11f-8fb0fb4844fa.jpeg,22
Planşet Vikusha VK-M10 Brown,1773717,179.00,259.97,-31 %,9.95,18 ay,https://birmarket.az/product/1773717-planshet-vikusha-vk-m10-brown,https://strgimgr.b-cdn.net/img/product/280/aaa58234-e719-4176-943e-b6df0cf1f06d.jpeg,22
Planşet Modio M25 Green 6GB/256GB Green,1785850,159.00,200.00,-21 %,8.84,18 ay,https://birmarket.az/product/1785850-modio-m25-green,https://strgimgr.b-cdn.net/img/product/280/6290a48c-b7b9-4338-accb-4569a3103a23.jpeg,22
Planşet Apple iPad Air 10.9 2022 Wi-Fi 8GB/64GB Blue,510132,,1524.11,,84.68,18 ay,https://birmarket.az/product/510132-planshet-apple-ipad-air-10-9-2022-wi-fi-8gb-64gb-blue,https://strgimgr.b-cdn.net/sized/280/510132-882e70e3d61dfa17e3dc4a58ec3dc277.jpg,23
"Planşet Apple iPad Pro 11"" A12Z Bionic 2020 Wi-Fi 512GB Space Gray",198181,2700.00,2990.00,-10 %,150.00,18 ay,https://birmarket.az/product/198181-planshet-apple-ipad-pro-11-2020-wi-fi-512gb-space-gray-mxde2rk-a,https://strgimgr.b-cdn.net/sized/280/198181-5d2b26bd519abbfa57ed4e3762c66634.jpg,23
Planşet Amazon Fire HD 10 3GB/64GB Lilac,1402501,295.00,399.00,-26 %,32.78,9 ay,https://birmarket.az/product/1402501-amazon-fire-hd-10-tablet-newest-model-built-for-relaxation-10-1-vibrant-full-hd-screen-octa-core-processor-3-gb-ram-64-gb-lilac,https://strgimgr.b-cdn.net/img/product/280/693266b4-88e4-4f7f-8f2e-c734135486e3.jpeg,23
Planşet Modio M128 6GB/256GB Boz - ModioM128_gray,1377960,238.77,300.00,-20 %,13.27,18 ay,https://birmarket.az/product/1377960-planshet-modio-m128-6gb-256gb-boz-modiom128_gray,https://strgimgr.b-cdn.net/img/product/280/77570801-a30c-42c6-b9c0-685650b3b328.jpeg,23
Planşet Telzeal P602 4GB/128GB Pink,1392679,98.00,300.00,-67 %,5.45,18 ay,https://birmarket.az/product/1392679-planshet-telzeal-p602-4gb-128gb-pink-telzealp602pi_nk,https://strgimgr.b-cdn.net/img/product/280/9de091c1-ba82-4f3a-bdf4-1482b1963929.jpeg,23
Planşet Modio M4 4GB/64GB Red - modiom4r_ed,1392738,108.97,200.00,-46 %,6.06,18 ay,https://birmarket.az/product/1392738-planshet-modio-m4-4gb-64gb-red-modiom4r_ed,https://strgimgr.b-cdn.net/img/product/280/cdbf1279-9981-41ae-bb24-140d2ee05121.jpeg,23
Planşet Oteeto Tab 17 Stylus 8GB/512GB Blue,1262403,198.99,299.00,-33 %,66.33,3 ay,https://birmarket.az/product/1262403-oteeto-tab-17-stylus-blue-vision-8gb-ram-256gb-storage,https://strgimgr.b-cdn.net/img/product/280/1bc370e3-e3b3-4c6b-91f7-11cdaffd467c.jpeg,23
Planşet Nodizz NPAD 18EV 4GB/64GB,1275157,,199.99,,11.12,18 ay,https://birmarket.az/product/1275157-planshet-nodizz-npad-18ev-2-nuveli,https://strgimgr.b-cdn.net/img/product/280/5b194843-14a9-4dc0-aa0f-d4628280fc41.jpeg,23
"Planşet Umiio S24 10.1"" Android 12 12GB/512GB Grey",1270600,,299.00,,99.67,3 ay,https://birmarket.az/product/1270600-planshet-umiio-s24-10-1-12gb-512gb-android-12-grey-s24_grey,https://strgimgr.b-cdn.net/img/product/280/e4654191-82a2-4f0e-8341-eae818a73273.jpeg,23
"Planşet Modio M70 8GB/128GB 7"" HD IPS Dual SIM Pink",1171192,97.97,200.00,-51 %,5.45,18 ay,https://birmarket.az/product/1171192-planshet-modio-m70-8gb-128gb-7-hd-ips-dual-sim-pink-mod_m70_pink,https://strgimgr.b-cdn.net/img/product/280/82c6f6d9-b86f-4d7d-a9f5-6858546e42f7.jpeg,23
"Planşet CCIT Tab 12 Maks 10.1"" Black",1297696,,299.00,,16.62,18 ay,https://birmarket.az/product/1297696-ccit-tab-12-max,https://strgimgr.b-cdn.net/img/product/280/5f4d4b15-463f-48ec-811e-a08e73838fd8.jpeg,23
Planşet Oteeto Tab 18,1301530,178.99,255.00,-30 %,9.95,18 ay,https://birmarket.az/product/1301530-oteeto-tab-18,https://strgimgr.b-cdn.net/img/product/280/ad40e78b-03ba-4237-8a91-600e0126993f.jpeg,23
Planşet Oteeto Tab 18 Gray,1313746,159.87,300.00,-47 %,8.89,18 ay,https://birmarket.az/product/1313746-planshet-oteeto-tab-18-android-14-gray,https://strgimgr.b-cdn.net/img/product/280/9ac2dc26-1af8-4595-93a4-5fe725728626.jpeg,23
"Planşet Oteeto K3 Kids 7"" 4GB/128GB Red (1 alana 1 hədiyyə) - Oteeto K3 kids red + Oteeto K3 kids red",1379274,166.99,300.00,-44 %,9.28,18 ay,https://birmarket.az/product/1379274-planshet-oteeto-k3-kids-7-4gb-128gb-red-1-alana-1-hediyye-oteeto-k3-kids-red-oteeto-k3-kids-red,https://strgimgr.b-cdn.net/img/product/280/18ae62f6-3799-4e80-840d-0a9d4c99969f.jpeg,23
"Planşet Apple iPad 10.9"" Wi-Fi 256GB A2696 Blue (MPQ93AB/A)",575692,,1399.00,,233.17,6 ay,https://birmarket.az/product/575692-planshet-apple-ipad-10-9-wi-fi-256gb-a2696-blue-mpq93ab-a,https://strgimgr.b-cdn.net/sized/280/575692-c0e1cf1de4615a948c18ebdb900e3d65.jpg,23
Planşet Oteeto Tab 8 Pro 8GB/512GB Gray,935473,158.99,237.66,-33 %,8.84,18 ay,https://birmarket.az/product/935473-planshet-oteeto-tab-8-pro-8gb-512gb-gray,https://strgimgr.b-cdn.net/sized/280/935473-8e4b74081a297a5c6d2dfb7be7374a9e.jpg,23
Planşet Modio M55 2GB/32GB Blue,984141,112.00,149.33,-25 %,6.23,18 ay,https://birmarket.az/product/984141-planshet-modio-m55-2gb-32gb-blue,https://strgimgr.b-cdn.net/sized/280/984141-f61b30e3be69d0a9340fd2a6bfb21770.jpg,23
Planşet Hoco HI10 3GB/32GB Blue,1052745,199.00,299.00,-33 %,11.06,18 ay,https://birmarket.az/product/1052745-planshet-hoco-hi10-3gb-32gb-blue,https://strgimgr.b-cdn.net/img/product/280/78d0ea86-9a75-4b8a-9da9-7e255c332139.jpeg,23
Planşet Apple iPad Air 11-inch Wi-Fi 128GB - Purple (MUWF3),840312,1299.00,1583.63,-18 %,433.00,3 ay,https://birmarket.az/product/840312-planshet-apple-ipad-air-11-inch-wi-fi-128gb-purple-muwf3,https://strgimgr.b-cdn.net/sized/280/840312-e93a2f107f04441dc3d91a120f10a431.jpg,23
"Planşet Umiio S10 11""",1224394,167.48,350.00,-52 %,9.31,18 ay,https://birmarket.az/product/1224394-android-11inc-planset-amoled-ekran,https://strgimgr.b-cdn.net/img/product/280/1a920220-4190-4c4e-a510-c976ba26f230.jpeg,23
"Planşet Blackview Tab 60 Pro 10.1"" 8GB/128GB LTE Volcano Grey (klaviatura, siçan, qulaqcıq ilə)",1311470,288.63,449.90,-36 %,48.11,6 ay,https://birmarket.az/product/1311470-planshet-blackview-tab-60-pro-10-1-8gb-128gb-lte-boz-klaviatura-sichan-qulaqciq-ile-6931548322498,https://strgimgr.b-cdn.net/img/product/280/141c73e2-5ad0-4898-ba21-4a33d8630615.jpeg,23
Uşağlar üçün Planşet Android Sistemli CCIT KT5 MAX,1222782,178.97,229.00,-22 %,29.83,6 ay,https://birmarket.az/product/1222782-ushaglar-uchun-planshet-android-sistemli,https://strgimgr.b-cdn.net/img/product/280/6559cc2d-06bc-4cfc-9b81-d66e4dc25d86.jpeg,23
Planşet Umiio S10 Dreams-54 12/512GB,1451064,229.54,269.00,-15 %,12.76,18 ay,https://birmarket.az/product/1451064-tab-s10-dreams-54-12-512gb-planshet,https://strgimgr.b-cdn.net/img/product/280/3e8a2bbd-8f70-4695-ad5c-aeeac36be8a7.jpeg,24
Planşet Modio M43 8GB/256GB Pink,1786779,159.00,240.00,-34 %,8.84,18 ay,https://birmarket.az/product/1786779-planshet-modio-m43-8gb-256gb-pink,https://strgimgr.b-cdn.net/img/product/280/4af6dd4c-6ffb-4fd8-b758-4cc14674042f.jpeg,24
Planşet Bestrio S11 5G Grey,1557513,289.00,385.33,-25 %,16.06,18 ay,https://birmarket.az/product/1557513-planshet-bestrio-s11-10-1-inc-5g-grey,https://strgimgr.b-cdn.net/img/product/280/32b6c50b-2e2a-41b5-acf2-a86dea002734.jpeg,24
Planşet CCIT KT100 Orange,1809672,178.00,300.00,-41 %,9.89,18 ay,https://birmarket.az/product/1809672-planshet-ccit-kt100-orange,https://strgimgr.b-cdn.net/img/product/280/8e7ae118-d160-4aac-a117-5e39d385a6e6.jpeg,24
Planşet Buddies B101 2GB/32GB Blue,1826449,119.00,150.00,-21 %,6.62,18 ay,https://birmarket.az/product/1826449-planshet-buddies-b101-2gb-32gb-blue,https://strgimgr.b-cdn.net/img/product/280/12c4cb49-d2b6-4d8c-9bfe-8096f17155c2.jpeg,24
Planşet Discover Note 18 Plus 8GB/512GB Blue,871436,,199.98,,11.11,18 ay,https://birmarket.az/product/871436-planshet-discover-note-18-plus-8gb-512gb-blue,https://strgimgr.b-cdn.net/sized/280/871436-505c3fbd26f524253a33793ef0b038db.jpg,24
Planşet Vikusha V-N5 2GB/32GB Gold,964703,109.00,200.00,-46 %,6.06,18 ay,https://birmarket.az/product/964703-planshet-vikusha-v-n5-2gb-32gb-gold,https://strgimgr.b-cdn.net/sized/280/964703-7cdc52e6f2ec82b7e70a2e4c7b827406.jpg,24
Planşet Modio M791 4GB/128GB Green,964714,110.00,200.00,-45 %,6.12,18 ay,https://birmarket.az/product/964714-planshet-modio-m791-4gb-128gb-green,https://strgimgr.b-cdn.net/sized/280/964714-1f7589b89b42a102e9e3a5baf0826c3c.jpg,24
Planşet Doogee R20 8GB/256GB LTE Orange,955755,589.99,899.99,-34 %,32.78,18 ay,https://birmarket.az/product/955755-planshet-doogee-r20-8gb-256gb-lte-orange,https://strgimgr.b-cdn.net/sized/280/955755-2a921a14aeed9736af7438c3d5f91089.jpg,24
Planşet Telzeal P600 6GB/128GB Pink,1007393,112.00,149.33,-25 %,6.23,18 ay,https://birmarket.az/product/1007393-planshet-telzeal-p600-6gb-128gb-pink,https://strgimgr.b-cdn.net/sized/280/1007393-d1a6020dfb8825e2fdc0f2fff48759f8.jpg,24
Planşet MacPad Air M Pad Pro M4 16GB/1TB Black,1082823,248.68,499.00,-50 %,41.45,6 ay,https://birmarket.az/product/1082823-planshet-m-pad-pro-m4-16gb-1tb-black,https://strgimgr.b-cdn.net/img/product/280/1837e70b-6358-41d3-9df6-57c7faeeaba4.jpeg,24
Planşet Origimo Opad 25 Max Ultra 8GB/512GB Black,1098509,399.00,532.00,-25 %,22.17,18 ay,https://birmarket.az/product/1098509-planshet-origimo-opad-25-max-ultra-8gb-512gb-black,https://strgimgr.b-cdn.net/img/product/280/b556935f-1994-4d67-9148-d92f7eb775db.jpeg,24
Planşet Vikusha V-N5 2GB/32GB Pink,964701,138.97,200.00,-31 %,7.73,18 ay,https://birmarket.az/product/964701-planshet-vikusha-v-n5-2gb-32gb-pink,https://strgimgr.b-cdn.net/sized/280/964701-5e8e51be1a2d2543a0897682a439d672.jpg,24
Planşet Vikusha V-E5 2GB/32GB Orange,964697,118.97,200.00,-41 %,6.61,18 ay,https://birmarket.az/product/964697-planshet-vikusha-v-e5-2gb-32gb-orange,https://strgimgr.b-cdn.net/sized/280/964697-89f6ed923fa572d1c4fd9522bdc91a72.jpg,24
Planşet Vikusha VK-R1 Kids 1GB/8GB Orange,964706,128.97,200.00,-36 %,7.17,18 ay,https://birmarket.az/product/964706-planshet-vikusha-vk-r1-kids-1gb-8gb-orange,https://strgimgr.b-cdn.net/sized/280/964706-3102a6f1ff83c4f97806056fb70498fd.jpg,24
Planşet Apple iPad Air 13 M3 2025 Wi-Fi 512GB - Space Grey MCNT4,1147755,2520.00,2999.00,-16 %,840.00,3 ay,https://birmarket.az/product/1147755-planshet-apple-ipad-air-13-m3-2025-wi-fi-512gb-space-grey,https://strgimgr.b-cdn.net/img/product/280/deb764a8-7805-4c4a-abf9-c44c95fbaec2.jpeg,24
"Planşet Oteeto Tab 14 11"" 8GB/512GB 5G Dual SIM Blue",1171124,,220.00,,73.34,3 ay,https://birmarket.az/product/1171124-planshet-oteeto-tab-14-11-8gb-512gb-5g-dual-sim-blue-oto_tab14_blue,https://strgimgr.b-cdn.net/img/product/280/396eaa7c-57a3-4286-9e20-340750f12803.jpeg,24
"Planşet Nodizz npad16 16GB 10.1"" Blue",1179189,,207.00,,69.00,3 ay,https://birmarket.az/product/1179189-planshet-nodizz-npad16-10-1-mavi-nodizznpad16mavi,https://strgimgr.b-cdn.net/img/product/280/411b7373-4301-457d-9034-60dd4a0a97ef.jpeg,24
"Planşet Vikusha V-N5 7"" 2500mAh Dual SIM Pink",1171061,149.00,300.00,-50 %,8.28,18 ay,https://birmarket.az/product/1171061-planshet-vikusha-v-n5-7-2mp-0-3mp-2500mah-dual-sim-pink-vik_n5_pink,https://strgimgr.b-cdn.net/img/product/280/013e6199-5079-403a-ae4f-c311ed082536.jpeg,24
"Planşet Modio M71 7"", Göy",1127104,138.00,150.00,-8 %,46.00,3 ay,https://birmarket.az/product/1127104-planshet-modio-m71-7-blue-mm71_b,https://strgimgr.b-cdn.net/img/product/280/32450a86-14bd-48aa-9ac4-5e304162c2fd.jpeg,24
"Planşet CCIT Combo 7"" 4GB/128GB, Yaşıl",1127119,109.97,200.00,-45 %,6.11,18 ay,https://birmarket.az/product/1127119-planshet-ccit-combo-7-4gb-128gb-green-cct_cg,https://strgimgr.b-cdn.net/img/product/280/3cea1c67-b23e-4a38-bacf-dea60f47bbfd.jpeg,24
Planşet Lenovo Tab M10 Plus TB-X606X LTE 4GB/64GB Black (ZA5V0289RU),41984,488.00,560.00,-13 %,81.34,6 ay,https://birmarket.az/product/41984-planshet-lenovo-tab-m10-plus-tb-x606x-2020-4gb-64gb-iron-grey,https://strgimgr.b-cdn.net/sized/280/41984-3cc9d3bb61039d0a6af9e4a635202e09.jpg,24
Planşet Modio M58 4GB/64GB Red,608074,,124.08,,6.90,18 ay,https://birmarket.az/product/608074-planshet-modio-m58-4gb-64gb-red,https://strgimgr.b-cdn.net/sized/280/608074-52949df80d7b070a936213777ea2bd70.jpg,24
Planşet Modio M58 4GB/64GB Green,608075,,84.95,,4.72,18 ay,https://birmarket.az/product/608075-planshet-modio-m58-4gb-64gb-green,https://strgimgr.b-cdn.net/sized/280/608075-096deb8894fcb0917bafd9b65a35002f.jpg,24
Planşet Lenovo TAB M8 FHD TB-8705F ZA5F0021CN 8.0 inch 4GB/64GB,1468583,,845.00,,281.67,3 ay,https://birmarket.az/product/1468583-lenovo-tab-m8-fhd-tb-8705f-8-0-inch-4gb64gb-za5f0021cn,https://strgimgr.b-cdn.net/img/product/280/7778862f-6804-4591-b28b-e823e6c563e4.jpeg,25
Planşet Modio AYS M92,1438440,221.54,299.00,-26 %,12.31,18 ay,https://birmarket.az/product/1438440-planshet-modio-ays-m92,https://strgimgr.b-cdn.net/img/product/280/ca848b97-2cd4-419b-a310-3f21fcaa3e96.jpeg,25
Planşet Telzeal Kids P600 Green,1632621,112.00,149.33,-25 %,6.23,18 ay,https://birmarket.az/product/1632621-planshet-kids-telzeal-p600-green,https://strgimgr.b-cdn.net/img/product/280/7aa47e9e-5603-45a3-9c41-c11d7faf39a5.jpeg,25
Planşet Unicorn Kids Education Tablet 2GB/32GB Pink,725347,79.00,179.00,-56 %,4.39,18 ay,https://birmarket.az/product/725347-planshet-kids-education-tablet-2gb-32gb-pink,https://strgimgr.b-cdn.net/sized/280/725347-f6507a87ceb158e80ef65f74712cd020.jpg,25
Uşaqlar üçün planşet Nodizz Npad708 Bənövşəyi,1572847,,135.00,,7.50,18 ay,https://birmarket.az/product/1572847-ushaqlar-uchun-planshet-nodizz-npad708-benovsheyi,https://strgimgr.b-cdn.net/img/product/280/4225def7-13ea-43bf-b0cb-e3e57c371a50.jpeg,25
Planşet Oteeto Tab 12 Pro 8GB/512GB Grey,1082599,,189.00,,63.00,3 ay,https://birmarket.az/product/1082599-plashet-oteeto-tab-12-pro-8gb-512gb-grey,https://strgimgr.b-cdn.net/img/product/280/54305a82-832e-40ea-a254-1e03e4831f18.jpeg,25
Planşet Discovery Note 22 Plus 10.1″ 16GB/1TB Gold,1178076,,305.99,,102.00,3 ay,https://birmarket.az/product/1178076-planshet-discovery-note-22-plus-gold-disc_note22_gold,https://strgimgr.b-cdn.net/img/product/280/0eab5aaf-5db6-4c12-a279-4584173db40e.jpeg,25
Planşet Oukitel OT8 6GB/256GB Grey,988433,389.99,499.99,-22 %,130.00,3 ay,https://birmarket.az/product/988433-planshet-oukitel-ot8-6gb-256gb-grey,https://strgimgr.b-cdn.net/sized/280/988433-e6f801160a3079545d49438879fcc33e.jpg,25
"Planşet Modio M56 6GB/128GB Green + Modio M56 Pink 10"" Ekran - Modio M56 green+ Modio M56 pink",1379243,197.97,300.00,-34 %,11.00,18 ay,https://birmarket.az/product/1379243-planshet-modio-m56-6gb-128gb-green-modio-m56-pink-10-ekran-modio-m56-green-modio-m56-pink,https://strgimgr.b-cdn.net/img/product/280/dd9b9d86-90a8-4b81-8807-e056000e5531.jpeg,26
Planşet Apple iPad Air 11-inch M3 Wi-Fi 512 GB Blue,1344832,1991.98,2799.00,-29 %,664.00,3 ay,https://birmarket.az/product/1344832-ipad-air-11-inch-m3-wi-fi-512-gb-blue,https://strgimgr.b-cdn.net/img/product/280/1241e806-87d5-46e4-bff1-5faf6ea17f4d.jpeg,26
Planşet Apple iPad Mini 7 Wi-Fi 8GB/128GB Purple,1328475,,1299.00,,433.00,3 ay,https://birmarket.az/product/1328475-apple-ipad-mini-7th-generation-128gb-wi-fi-in-purple,https://strgimgr.b-cdn.net/img/product/280/36fb25ae-ba29-46af-a02c-5768cf069fb1.jpeg,26
Planşet Oteeto TAB 19 Gold,1488878,,253.90,,84.64,3 ay,https://birmarket.az/product/1488878-planshet-oteeto-tab19-gold,https://strgimgr.b-cdn.net/img/product/280/c2658023-692e-4355-8110-36143e3c9d23.jpeg,26
Planşet Oteeto Tab 10 Kids 6GB/128GB,1438702,179.81,199.00,-10 %,9.99,18 ay,https://birmarket.az/product/1438702-planshet-oteeto-ays-tab-10-kids-6gb-128gb,https://strgimgr.b-cdn.net/img/product/280/4fbc0cea-aacb-4a09-8d62-c7c270abcc21.jpeg,26
"Planşet Bestrio S3 Kids Tab 4GB/128GB 7"" Çəhrayı - BestrioS3KidsTab_pink",1379192,238.77,300.00,-20 %,13.27,18 ay,https://birmarket.az/product/1379192-planshet-bestrio-s3-kids-tab-4gb-128gb-7-chehrayi-bestrios3kidstab_pink,https://strgimgr.b-cdn.net/img/product/280/2ba4b3d3-0ce1-4942-9681-98b7e69d0b43.jpeg,26
Planşet Hotwav Pad 8 Tab 8GB/1TB Silver,1529695,358.97,499.00,-28 %,19.95,18 ay,https://birmarket.az/product/1529695-hotwav-pad-8-tab,https://strgimgr.b-cdn.net/img/product/280/35ea02ec-8083-4b7b-86b0-011870b86bfc.jpeg,26
Planşet INOI Tab 2 10.1,1261789,,254.95,,14.17,18 ay,https://birmarket.az/product/1261789-planshet-inoi-tab-2-10-1,https://strgimgr.b-cdn.net/img/product/280/1cf5a4f1-4ae5-4b97-8a78-51bbea930e23.jpeg,26
Planşet Nodizz Npad 702,1284723,,165.98,,9.23,18 ay,https://birmarket.az/product/1284723-nodizz-npad-702,https://strgimgr.b-cdn.net/img/product/280/95dbb217-2733-459c-b2f3-54138c7d2463.jpeg,26
"Planşet Bestrio S2 Kids Tab 4GB/128GB 7"" Mavi - BestrioS2KidsTab_blue",1379180,188.97,300.00,-37 %,10.50,18 ay,https://birmarket.az/product/1379180-planshet-bestrio-s2-kids-tab-4gb-128gb-7-mavi-bestrios2kidstab_blue,https://strgimgr.b-cdn.net/img/product/280/01df7fd4-2a6d-4ceb-b4f4-28b55a605e5a.jpeg,26
"Planşet Modio M128 Gray + Modio M128 Pink 6GB/256GB 10"" Ekran - Modio M128 gray + Modio M128 pink",1379221,226.77,300.00,-24 %,12.60,18 ay,https://birmarket.az/product/1379221-planshet-modio-m128-gray-modio-m128-pink-6gb-256gb-10-ekran-modio-m128-gray-modio-m128-pink,https://strgimgr.b-cdn.net/img/product/280/a316bfe2-4280-47be-b32c-276afb518d3b.jpeg,26
"Planşet Amazon Fire HD 10 10.1"" FHD 3GB/64GB Blue",1402529,289.00,349.00,-17 %,32.12,9 ay,https://birmarket.az/product/1402529-amazon-fire-hd-10-tablet-newest-model-built-for-relaxation-10-1-vibrant-full-hd-screen-octa-core-processor-3-gb-ram-64-gb-black,https://strgimgr.b-cdn.net/img/product/280/a60f70a0-b6e4-45ad-b16b-e7d5951bbabb.jpeg,26
Planşet Discover Fire 9 6GB/256GB Orange - discoverfire9ora_nge,1392546,98.00,200.00,-51 %,5.45,18 ay,https://birmarket.az/product/1392546-planshet-discover-fire-9-6gb-256gb-orange-discoverfire9ora_nge,https://strgimgr.b-cdn.net/img/product/280/575421a9-7b6f-44f8-a969-c79fa0c2f101.jpeg,26
Planşet Oteeto TAB 16 10.1 8GB/512GB Blue,1250434,169.97,400.00,-58 %,9.45,18 ay,https://birmarket.az/product/1250434-planshet-oteeto-tab-16-10-1-ips-lcd-8gb-512gb-android-14-4g-klaviatura-ve-stylus-blue-tab16_blue,https://strgimgr.b-cdn.net/img/product/280/3501a6b8-f6c5-487c-8544-f3b8fd53d4f8.jpeg,26
Planşet Macpad S26 Ultra Orange,1937110,,999.00,,55.50,18 ay,https://birmarket.az/product/1937110-planshet-macpad-s26-ultra-10-1-ince-orange,https://strgimgr.b-cdn.net/img/product/280/f85dd2f2-efdb-446d-8405-ae90723fe0d5.jpeg,26
Panşet G-tab JR-T9 128Gb,1918183,,339.00,,18.84,18 ay,https://birmarket.az/product/1918183-g-tab-jr-t9-planshet-12gb-ram-128gb-yaddas,https://strgimgr.b-cdn.net/img/product/280/e4c73c3c-4a05-413b-a756-4ab099f6e874.jpeg,26
Planşet Modio Kids M62 4GB/128GB Blue,801301,,84.95,,4.72,18 ay,https://birmarket.az/product/801301-planshet-modio-kids-m62-4gb-128gb-blue,https://strgimgr.b-cdn.net/sized/280/801301-6aacab309b561429855f1f2ba681283a.jpg,26
