name,product_id,price_current,price_old,discount_pct,installment_monthly,installment_term,url,image_url,page
Planşet Gtab Mega 12,1301485,,354.99,,19.73,18 ay,https://birmarket.az/product/1301485-gtab-mega-12,https://strgimgr.b-cdn.net/img/product/280/d29e48a7-eb72-437f-a257-d64cf82f4cc6.jpeg,16
Planşet CCIT KT8 Max,1221660,,199.00,,66.34,3 ay,https://birmarket.az/product/1221660-ccit-kt8-max,https://strgimgr.b-cdn.net/img/product/280/c0ff25e3-6509-4707-b11c-fa0ae586006e.jpeg,16
"Planşet Apple iPad Air 11"" M2 2024 Wi-Fi 256GB Space Gray",879814,1395.99,1500.59,-7 %,465.33,3 ay,https://birmarket.az/product/879814-planshet-apple-ipad-air-11-2024-wi-fi-256gb-space-gray-muwg3ll-a,https://strgimgr.b-cdn.net/sized/280/879814-e798fad1f9a6a69294555ff2a8282d59.jpg,16
"Planşet Apple iPad 10.9"" A14 Bionic 2022 Wi-Fi 256GB Silver",681432,930.00,1500.00,-38 %,51.67,18 ay,https://birmarket.az/product/681432-planshet-apple-ipad-10-9-10-gen-wi-fi-256gb-a2696-silver-mpq83ll-a,https://strgimgr.b-cdn.net/sized/280/681432-a7fac99e0fa77ea641425af9a8bcfdf7.jpg,17
Planşet oteeto TAB 12 8/256GB Grey,726017,,165.81,,55.27,3 ay,https://birmarket.az/product/726017-planshet-oteeto-tab-12-8-256gb-grey,https://strgimgr.b-cdn.net/sized/280/726017-55d52d9f05c565b54cc386376bc21123.jpg,17
Planşet Amazon Fire HD 10 3GB/32GB Black,705703,,229.00,,19.09,12 ay,https://birmarket.az/product/705703-planshet-amazon-fire-hd-10-3gb-32gb-black,https://strgimgr.b-cdn.net/sized/280/705703-1caacaacfec45011918d08192b3d4f4e.jpg,17
Planşet Vikusha V-N5 2GB/32GB Orange,425771,148.93,300.00,-50 %,8.28,18 ay,https://birmarket.az/product/425771-planshet-vikusha-v-n5-4gb-128gb-orange,https://strgimgr.b-cdn.net/sized/280/425771-db5745ae27a74c04f2d769ff7840a73e.jpg,17
"Planşet Apple iPad 10.2"" A13 Bionic 2021 Wi-Fi 256GB Space Gray",192260,1290.00,1330.00,-3 %,71.67,18 ay,https://birmarket.az/product/192260-planshet-apple-ipad-10-2-2021-wi-fi-256gb-space-grey-mk2n3rk-a,https://strgimgr.b-cdn.net/sized/280/192260-6cf29048a6dd7f8c1abfd6e11ef9c546.jpg,17
"Planşet 7 düym Android 14, 8 nüvəli, 8GB RAM (3G+5G yaddaş genişləndirmə), 64GB ROM, 1TB yaddaş dəstəyi, 3500mAh batareya, HD 1024x600 IPS ekran - miks1943",1731998,179.90,250.00,-28 %,10.00,18 ay,https://birmarket.az/product/1731998-planshet-7-duym-android-14-8-nuveli-8gb-ram-3g-5g-yaddash-genishlendirme-64gb-rom-1tb-yaddash-desteyi-3500mah-batareya-hd-1024x600-ips-ekran-miks1943,https://strgimgr.b-cdn.net/img/product/280/c91c3cd0-7288-4ce7-a493-ee169d85d9a2.jpeg,17
Planşet Bestrio S10 Blue,1793359,198.00,380.67,-48 %,11.00,18 ay,https://birmarket.az/product/1793359-bestrio-s10-10-1-blue,https://strgimgr.b-cdn.net/img/product/280/24a72e14-e726-41ef-9266-ab6e3c1b6d51.jpeg,17
"Planşet Modio M63 4GB/128GB Blue + Green 10"" - Modio M63 blue + Modio M63 green",1379311,229.00,400.00,-43 %,12.73,18 ay,https://birmarket.az/product/1379311-planshet-modio-m63-4gb-128gb-blue-green-10-modio-m63-blue-modio-m63-green,https://strgimgr.b-cdn.net/img/product/280/dea5457b-a28d-4149-850c-b806c5d0418c.jpeg,17
Planşet Oteeto Tab 10 Magic 8GB/512GB Grey - OteetoTab10magic_Grey,1379124,198.97,300.00,-34 %,11.06,18 ay,https://birmarket.az/product/1379124-planshet-oteeto-tab-10-magic-8gb-512gb-grey-oteetotab10magic_grey,https://strgimgr.b-cdn.net/img/product/280/625a420f-daf0-43ac-8572-c9c4623e9f38.jpeg,17
Planşet Umiio S10 11 12GB/512GB,1438197,230.53,249.00,-7 %,76.85,3 ay,https://birmarket.az/product/1438197-planshet-umiio-ays-s10-11-12gb-512gb,https://strgimgr.b-cdn.net/img/product/280/1d8e3523-38c9-41e4-91de-343eabbdc19b.jpeg,17
Planşet Buddies B101 2GB/32GB purple,1826550,119.00,150.00,-21 %,6.62,18 ay,https://birmarket.az/product/1826550-planshet-buddies-b101-2gb-32gb-purple,https://strgimgr.b-cdn.net/img/product/280/6051db2c-6c6f-45c7-acf2-9761717afb8c.jpeg,17
"Planşet Modio M56 6GB/128GB Blue + Pink 10"" Ekran - Modio M56 blue + Modio M56 pink",1379237,238.77,300.00,-20 %,13.27,18 ay,https://birmarket.az/product/1379237-planshet-modio-m56-6gb-128gb-blue-pink-10-ekran-modio-m56-blue-modio-m56-pink,https://strgimgr.b-cdn.net/img/product/280/f58cbc07-379c-4152-a07a-6a89765f4c11.jpeg,17
Planşet Lenosed A76 4GB/128GB Blue - lenoseda76blu_e,1392545,112.00,200.00,-44 %,6.23,18 ay,https://birmarket.az/product/1392545-planshet-lenosed-a76-4gb-128gb-blue-lenoseda76blu_e,https://strgimgr.b-cdn.net/img/product/280/5247f296-9c13-4867-892b-8071b0beedd9.jpeg,17
"Planşet I-Atar P3 7"" 4GB/32GB Wi-Fi Qara",1295434,107.90,150.00,-28 %,6.00,18 ay,https://birmarket.az/product/1295434-planshet-i-atar-p3-7-android-12-0-4gb-32gb-wi-fi-4000mah-qara-miks750,https://strgimgr.b-cdn.net/img/product/280/8456519b-bee5-45bc-a72c-49f4fbefdfc1.jpeg,17
"Planşet Oteeto TAB 16 10.1"" Gray",1312025,169.98,300.00,-43 %,9.45,18 ay,https://birmarket.az/product/1312025-planshet-oteeto-tab-16-gray,https://strgimgr.b-cdn.net/img/product/280/9df8f7b6-fa74-4318-99a1-012f155672a4.jpeg,17
Planşet Oteeto tab Dreams-16 12GB/512GB Black,1275439,229.87,288.00,-20 %,12.78,18 ay,https://birmarket.az/product/1275439-oteeto-tab-dreams-16-planshet-12gb-ram-512gb-yaddas-black,https://strgimgr.b-cdn.net/img/product/280/5d864111-f627-45fd-9df3-8eab382d84e1.jpeg,17
Planşet Bestirio S12 5G 12GB/512GB Grey,1924455,359.00,478.67,-25 %,19.95,18 ay,https://birmarket.az/product/1924455-planshet-bestirio-s12-5g-grey,https://strgimgr.b-cdn.net/img/product/280/001b7acf-b973-4e23-ad14-2721f0c7b965.jpeg,18
Planşet oteeto TAB 12 8/256GB Gold,726019,,179.00,,59.67,3 ay,https://birmarket.az/product/726019-planshet-oteeto-tab-12-8-256gb-gold,https://strgimgr.b-cdn.net/sized/280/726019-c97d26695153338d76c5d71672be3054.jpg,18
Planşet Modio M1 4GB/64GB,827698,109.00,145.33,-25 %,6.06,18 ay,https://birmarket.az/product/827698-planshet-modio-m1-4gb-64gb,https://strgimgr.b-cdn.net/sized/280/827698-f323ca9ce55296deee1d848fd8dbecb7.jpg,18
Planşet Modio M56 Kids 6GB/128GB Pink,742741,109.00,145.33,-25 %,6.06,18 ay,https://birmarket.az/product/742741-planshet-modio-m56-kids-6gb-128gb-pink,https://strgimgr.b-cdn.net/sized/280/742741-992d231e58825f930f4e8b8b4fd35b43.jpg,18
Planşet Nodizz Npad 18 8GB/512GB Black Core,1262427,,299.00,,99.67,3 ay,https://birmarket.az/product/1262427-nodizz-npad-tab-18-black-core-8-512gb-11-android-tab,https://strgimgr.b-cdn.net/img/product/280/dc7d71b7-9275-476c-ad3e-49e7ea3c8eab.jpeg,18
Planşet Umiio Dreams-S10 12GB/512GB,1264485,229.53,299.00,-23 %,76.52,3 ay,https://birmarket.az/product/1264485-umiio-dreams-s10-android-planshet-11-inch-12gb-512gb,https://strgimgr.b-cdn.net/img/product/280/d1ab0daf-3401-484c-b6c0-6e45139537b9.jpeg,18
"Planşet Telzael P601 Blue 6GB/128GB 10"" HD - telzaelp601bl_ue",1392750,166.77,200.00,-17 %,9.27,18 ay,https://birmarket.az/product/1392750-planshet-telzael-p601-blue-6gb-128gb-10-hd-telzaelp601bl_ue,https://strgimgr.b-cdn.net/img/product/280/830d5ffe-1d1e-474a-9139-075986caf897.jpeg,18
Planşet Oukitel OT8 6GB/256GB Green (6931940744065),1015249,349.99,499.99,-30 %,19.45,18 ay,https://birmarket.az/product/1015249-planshet-oukitel-ot8-6gb-256gb-green,https://strgimgr.b-cdn.net/sized/280/1015249-86614d910df1cfd8fe7ba74f99fabf4d.jpg,18
Planşet Modio Kids M62 128GB 4GB Orange,1126161,128.97,200.00,-36 %,7.17,18 ay,https://birmarket.az/product/1126161-planshet-modio-kids-m62-7-android-128gb-4gb-orange-m62_o,https://strgimgr.b-cdn.net/img/product/280/3a8be399-fac0-47b5-aad4-23d0a708a0b8.jpeg,18
Planşet CCIT K T301 Max Plus 8GB/256GB Blue,1606185,99.99,149.99,-33 %,5.56,18 ay,https://birmarket.az/product/1606185-kt301-max-plus,https://strgimgr.b-cdn.net/img/product/280/e3273e83-1007-421f-89f7-693f844d76b4.jpeg,18
"Planşet Amazon Fire HD 10 10.1"" FHD 3GB/64GB Qara",1206994,299.00,349.00,-14 %,24.92,12 ay,https://birmarket.az/product/1206994-planshet-amazon-fire-hd-10-10-1-fhd-3gb-64gb-qara-firehd1064gb2025,https://strgimgr.b-cdn.net/img/product/280/1f9b9728-9b0f-47cd-b17b-4a6c955c1add.jpeg,18
Planşet Smartbarry Bpad12-Ev 5G 8GB/512GB Blue,1925523,,888.00,,49.34,18 ay,https://birmarket.az/product/1925523-planshet-smartbarry-bpad12-ev-5g-blue,https://strgimgr.b-cdn.net/img/product/280/68b9e15a-f628-4c03-8c24-93834fb8e472.jpeg,18
"Planşet Apple iPad Air 10.9"" M1 2022 Wi-Fi 256GB Blue",690402,,1898.56,,105.48,18 ay,https://birmarket.az/product/690402-planshet-apple-ipad-air-10-9-2022-8gb-256gb-pink-mm9m3rk-a,https://strgimgr.b-cdn.net/sized/280/690402-6c3ad2dc9612b6f508845a76ac20f873.jpg,18
Planşet Discover Note 16 Plus 6GB/256GB Gray,708314,,243.47,,13.53,18 ay,https://birmarket.az/product/708314-planshet-discover-note-16-plus-6gb-256gb-gray,https://strgimgr.b-cdn.net/sized/280/708314-827ae134cf13c6436973555272e41bb9.jpg,18
Planşet Atouch Kt5 Kids 8GB/256GB Red,1085084,,148.00,,49.34,3 ay,https://birmarket.az/product/1085084-planshet-atouch-kt5-kids-8gb-256gb-red,https://strgimgr.b-cdn.net/img/product/280/e3cc4c03-74ce-416d-9729-9e92c0c085d4.jpeg,18
"Planşet Modio M3 4GB/128GB 7"" Blue - ModioM3_blue",1378465,139.00,300.00,-54 %,7.73,18 ay,https://birmarket.az/product/1378465-planshet-modio-m3-4gb-128gb-7-blue-modiom3_blue,https://strgimgr.b-cdn.net/img/product/280/6e7a06e6-a3e8-47e3-b41e-416203186245.jpeg,18
"Planşet Discover Fire 13 6GB/256GB 10.1"" HD - discoverfire13",1392520,109.99,170.00,-35 %,6.12,18 ay,https://birmarket.az/product/1392520-planshet-discover-fire-13-6gb-256gb-10-1-hd-discoverfire13,https://strgimgr.b-cdn.net/img/product/280/f7169866-e2ec-4ad1-ba9b-f0cd5f7242a1.jpeg,18
Planşet Oteeto Tab8 8GB/512GB Blue,1392764,142.99,199.00,-28 %,7.95,18 ay,https://birmarket.az/product/1392764-planshet-oteeto-tab8-8gb-512gb-blue-oteetotab8blu_e,https://strgimgr.b-cdn.net/img/product/280/ff55b3a8-3d7e-4c68-8edd-446f4427bc2c.jpeg,19
"Planşet Modio M128 Blue + Modio M128 Gray 6GB/256GB 10"" - Modio M128 blue + Modio M128 gray",1379210,226.77,300.00,-24 %,12.60,18 ay,https://birmarket.az/product/1379210-planshet-modio-m128-blue-modio-m128-gray-6gb-256gb-10-modio-m128-blue-modio-m128-gray,https://strgimgr.b-cdn.net/img/product/280/1abf2519-5d24-44b6-a5a0-4327465db7d2.jpeg,19
Planşet Oteeto Tab 17 Stylus 8GB/512GB Silver,1262401,198.99,299.00,-33 %,66.33,3 ay,https://birmarket.az/product/1262401-oteeto-tab-17-stylus-silver-note-8256gb-android-tablet,https://strgimgr.b-cdn.net/img/product/280/87d1cf00-6f8b-45c5-a25d-e2d08796a0f8.jpeg,19
Planşet Vikusha VZ-30 3GB/32GB Gold,1085080,149.00,300.00,-50 %,8.28,18 ay,https://birmarket.az/product/1085080-planshet-vikusha-vz-30-3gb-32gb-gold,https://strgimgr.b-cdn.net/img/product/280/94d25659-c62f-40fe-a800-d11e53f60058.jpeg,19
Planşet Discover 17 Pro DR-16GB/1TB,1765027,192.54,256.00,-25 %,10.70,18 ay,https://birmarket.az/product/1765027-17-pro-dreams-discover-planshet,https://strgimgr.b-cdn.net/img/product/280/9e394c68-da38-404d-a4e9-cf7ba9a9fbd3.jpeg,19
Planşet Vokus S24 Ultra Plus Gold,1781583,229.00,300.00,-24 %,12.73,18 ay,https://birmarket.az/product/1781583-vokus-s24-ultra-plus-gold,https://strgimgr.b-cdn.net/img/product/280/c0abee23-0442-4d4b-9660-f937dbaed8e0.jpeg,19
Planşet iDino Notebook 10 8GB/512GB Gold,1782611,199.00,300.00,-34 %,11.06,18 ay,https://birmarket.az/product/1782611-planshet-idino-notebook-10-8gb-512gb-gold,https://strgimgr.b-cdn.net/img/product/280/8489f0ff-85bf-4272-a450-604cc5017cb6.jpeg,19
Planşet Nodizz NPad 730 4GB/128GB Blue 5G,1797642,129.00,172.00,-25 %,7.17,18 ay,https://birmarket.az/product/1797642-planshet-kids-nodizz-npad-730-blue-5g,https://strgimgr.b-cdn.net/img/product/280/c666f022-6bf2-45dc-a5f8-538bf71fcd97.jpeg,19
Planşet Samsung Galaxy Tab A9 4GB/64GB Dark Blue LTE,1755890,,453.63,,151.21,3 ay,https://birmarket.az/product/1755890-planshet-samsung-galaxy-tab-a9-4gb-64gb-dark-blue-lte,https://strgimgr.b-cdn.net/img/product/280/d39a3329-5e08-4faa-a73a-0a5155090f85.jpeg,19
Planşet Bestrio S1 4Gb/128Gb Pink,1551285,99.00,132.00,-25 %,5.50,18 ay,https://birmarket.az/product/1551285-planshet-bestrio-s1-4-128gb-pink,https://strgimgr.b-cdn.net/img/product/280/2a60c7cc-334f-47de-844b-a30fe025d216.jpeg,19
Planşet Blackview Zeno 1 6GB/256GB LTE Space Orange,1723938,,490.00,,40.84,12 ay,https://birmarket.az/product/1723938-planshet-pda-blackview-zeno-1-6gb-256gb-lte-space-orange,https://strgimgr.b-cdn.net/img/product/280/8f727019-20fd-4cf3-9a22-579a6facb636.jpeg,19
Planşet Blackview Link 2 4GB/128G Glacier Blue,1723426,,385.00,,32.09,12 ay,https://birmarket.az/product/1723426-planshet-pda-blackview-link-2-4gb-128g-glacier-blue,https://strgimgr.b-cdn.net/img/product/280/e2767edc-9bc9-4965-9bf7-9b7d2a0b7444.jpeg,19
Planşet Doogee T30 Max 8GB/512GB LTE Black,955754,589.99,859.99,-31 %,32.78,18 ay,https://birmarket.az/product/955754-planshet-doogee-t30-max-8gb-512gb-lte-black,https://strgimgr.b-cdn.net/sized/280/955754-3b6e1b79538edfcc7edc98698974aed5.jpg,19
Planşet Modio M61 4GB/128GB Blue,984142,112.00,149.33,-25 %,6.23,18 ay,https://birmarket.az/product/984142-planshet-modio-m61-4gb-128gb-blue,https://strgimgr.b-cdn.net/sized/280/984142-86a5ad05999705ef503b2949fcc8a89a.jpg,19
"Planşet Umiio S10 11"" 4GB/128GB Grey",1179187,,185.00,,61.67,3 ay,https://birmarket.az/product/1179187-planshet-umiio-s10-11-boz-umiios10boz,https://strgimgr.b-cdn.net/img/product/280/93fe07fc-fa85-48db-ba67-4742ff51f967.jpeg,19
Planşet Lenovo Tab M11 TB330FU/11 (ZADA0389UZ),1230372,,474.30,,158.10,3 ay,https://birmarket.az/product/1230372-planshet-lenovo-tab-m11-tb330fu-11-zada0389uz,https://strgimgr.b-cdn.net/img/product/280/0f1f4bfc-13a5-4250-8cdc-295cefa57506.jpeg,19
"Planşet Vikusha V-N5 7"" Wi-Fi + 3G Dual SIM Brown",1171071,147.97,300.00,-51 %,8.23,18 ay,https://birmarket.az/product/1171071-planshet-vikusha-v-n5-7-wi-fi-3g-dual-sim-brown-vik_n5_brown,https://strgimgr.b-cdn.net/img/product/280/ce63bee7-156b-4789-b034-5edd7f4f3eb2.jpeg,19
"Planşet ATOUCH Q38 Lite 7"" 8GB/256GB Uşaqlar üçün Bənövşəyi",1270552,88.97,200.00,-56 %,4.95,18 ay,https://birmarket.az/product/1270552-planshet-atouch-q38-lite-7-8gb-256gb-ushaqlar-uchun-benovsheyi-q38_lite_pp,https://strgimgr.b-cdn.net/img/product/280/397b5912-0707-4966-b1c8-5bac2c36b3e2.jpeg,19
Planşet CCIT KT-700 Pro PInk,1639459,140.00,145.00,-3 %,7.78,18 ay,https://birmarket.az/product/1639459-planset-kt-700-pro,https://strgimgr.b-cdn.net/img/product/280/08a5bba4-eb32-4dd3-abed-1f1ff6cd6ead.jpeg,19
Planşet Modio M134 5G 8GB/512GB White,1923776,,899.00,,49.95,18 ay,https://birmarket.az/product/1923776-planshet-modio-134-5g-white,https://strgimgr.b-cdn.net/img/product/280/b3bd6a4f-9dc4-4a0f-a83b-4081ce25af20.jpeg,19
Planşet Modio M750 6GB/256GB Blue,1514583,128.97,200.00,-36 %,7.17,18 ay,https://birmarket.az/product/1514583-planshet-modio-m795-tablet-blue-7-inch-6gb-ram-256-gb-yaddas,https://strgimgr.b-cdn.net/img/product/280/431ed34b-4911-4fd3-91ec-4983d8220b3e.jpeg,19
Planşet Modio M72 Orange,1558122,138.94,200.00,-31 %,7.72,18 ay,https://birmarket.az/product/1558122-planshet-kids-tab-modio-m72-orange,https://strgimgr.b-cdn.net/img/product/280/9edf0cf9-2f80-44cf-9871-2b1f44b92f96.jpeg,19
Planşet Amazon Fire HD 10 Kids Pro 3GB/32GB Blue,1622322,,479.00,,26.62,18 ay,https://birmarket.az/product/1622322-amazon-fire-hd-10-kids-pro-tablet,https://strgimgr.b-cdn.net/img/product/280/a7288f9c-b3d5-4468-b5c7-8abf8da6aac2.jpeg,19
"Planşet INOI Tab 2 Grabhite, qara",1311435,,248.99,,13.84,18 ay,https://birmarket.az/product/1311435-planshet-inoi-tab-2-grabhite-black,https://strgimgr.b-cdn.net/img/product/280/1194fe4f-a7f7-47a8-a351-33f675f8eb56.jpeg,19
Planşet Oteeto K3 Kids Red,1135667,84.45,200.00,-58 %,4.70,18 ay,https://birmarket.az/product/1135667-planshet-oteeto-k3-kids-red,https://strgimgr.b-cdn.net/img/product/280/1054381a-2b54-4ad7-8b5d-fa5598bad7fe.jpeg,20
Planşet Oteeto Tab 11 Pro 8GB/512GB 5G,1260841,,199.00,,66.34,3 ay,https://birmarket.az/product/1260841-oteeto-tab-11-pro-stylus-8gb-ram-512gb-rom-with-5g,https://strgimgr.b-cdn.net/img/product/280/abad24e4-2a51-4c0f-b4b7-98092c02ae88.jpeg,20
"Planşet Umiio 16max 14.1"" 18GB/512GB Grey",1246810,,448.99,,149.67,3 ay,https://birmarket.az/product/1246810-planshet-umiio-16max-14-1-18gb-512gb-boz-umiio_1987598,https://strgimgr.b-cdn.net/img/product/280/8cba3b31-6382-478f-b4aa-f3a6ef359def.jpeg,20
Planşet CCIT T5 Max 512 GB Blue,1284738,190.00,200.00,-5 %,63.34,3 ay,https://birmarket.az/product/1284738-ccit-t5-max-512-gb-blue,https://strgimgr.b-cdn.net/img/product/280/cb738326-b43e-4501-9905-59bfcbb3e89b.jpeg,20
Uşaqlar üçün planşet Nodizz Npad708 Green,1364105,,138.99,,7.73,18 ay,https://birmarket.az/product/1364105-ushaqlar-uchun-planshet-nodizz-npad708-green,https://strgimgr.b-cdn.net/img/product/280/e116e43d-277b-449f-913e-855ef5ca9cbe.jpeg,20
"Planşet Oteeto Tab 18 10.1"" Blue",1348088,169.99,300.00,-43 %,9.45,18 ay,https://birmarket.az/product/1348088-oteeto-tab-18-dreams-planshet-blue,https://strgimgr.b-cdn.net/img/product/280/6d76f350-1023-4bc6-826d-e91aba189581.jpeg,20
Planşet Modio M56 6GB/128GB Blue + Green - Modio M56 blue + Modio M56 green,1379232,238.77,300.00,-20 %,13.27,18 ay,https://birmarket.az/product/1379232-planshet-modio-m56-6gb-128gb-blue-green-modio-m56-blue-modio-m56-green,https://strgimgr.b-cdn.net/img/product/280/5014293c-d6fa-4dcb-a7fc-765db978b84e.jpeg,20
Planşet Oteeto K8 8GB/256GB Grey,1022256,,138.00,,46.00,3 ay,https://birmarket.az/product/1022256-planshet-oteeto-k8-8gb-256gb-grey,https://strgimgr.b-cdn.net/sized/280/1022256-dc27922225029eabd8bbc34c30efd463.jpg,20
Planşet Discover Note 21 Plus 8GB/512GB Blue,1082646,,189.00,,63.00,3 ay,https://birmarket.az/product/1082646-plashet-discover-note-21-plus-8gb-512gb-blue,https://strgimgr.b-cdn.net/img/product/280/412a4e2a-1693-4e8f-a871-0845c12bf4df.jpeg,20
Planşet Hoco A8 6GB/128GB,1098716,,397.95,,22.11,18 ay,https://birmarket.az/product/1098716-hoco-a8,https://strgimgr.b-cdn.net/img/product/280/f0245673-13eb-4a07-be36-e62d4f2523e6.jpeg,20
Planşet Modio M793 7″ 6GB/256GB Blue,1171185,112.00,149.33,-25 %,6.23,18 ay,https://birmarket.az/product/1171185-planshet-modio-m793-6gb-256gb-blue-mod_m793_blue,https://strgimgr.b-cdn.net/img/product/280/e8c64bf7-b048-40e3-bcf6-ec4f6393bd86.jpeg,20
"Planşet Vikusha Vz-30 10.1"", Gold",1127106,158.94,200.00,-21 %,8.83,18 ay,https://birmarket.az/product/1127106-planshet-vikusha-vz-30-gold-10-1-duym-1280x800-android-10-bluetooth-vz_30,https://strgimgr.b-cdn.net/img/product/280/02bfdf78-0ded-44c3-a1ad-f70eb6babc97.jpeg,20
Planşet Modio M37 Pink,1221714,,249.00,,83.00,3 ay,https://birmarket.az/product/1221714-modio-m37pink,https://strgimgr.b-cdn.net/img/product/280/96ef61d6-e7fd-4ab2-851a-5a0f0d2cd167.jpeg,20
Planşet Modio M63 4GB/128GB Pink,967274,128.97,200.00,-36 %,7.17,18 ay,https://birmarket.az/product/967274-planshet-modio-m63-4gb-128gb-pink,https://strgimgr.b-cdn.net/sized/280/967274-adebf4c92870784afa0ea1df2ba90b66.jpg,20
Planşet Umiio S10 4GB/128GB Blue,1179190,239.99,249.00,-4 %,80.00,3 ay,https://birmarket.az/product/1179190-planshet-umiio-s10-11-android-mavi-umiios10mavi,https://strgimgr.b-cdn.net/img/product/280/4fccacba-245d-48bf-8785-1279d53ea9eb.jpeg,20
Planşet MetaPad M11i 6GB/128GB Blue,1187974,378.97,700.00,-46 %,21.06,18 ay,https://birmarket.az/product/1187974-planshet-metapad-m11i-10-95-android-14-gms-6gb-128gb-blue-metapad_m11i_blue,https://strgimgr.b-cdn.net/img/product/280/23825617-ebf0-4aea-9ad8-9239d3aac0f3.jpeg,20
Planşet Modio Kids M62 4GB/128GB Green,801300,,90.69,,30.23,3 ay,https://birmarket.az/product/801300-planshet-modio-kids-m62-4gb-128gb-green,https://strgimgr.b-cdn.net/sized/280/801300-26ea5923217a5def675f01cbae0ed5b4.jpg,21
"Planşet Blackview Tab MEGA 2 12GB/256GB LTE Celestial Grey (Klaviatura, siçan, qulaqlıq ilə)",1311472,399.99,723.99,-45 %,22.23,18 ay,https://birmarket.az/product/1311472-planshet-blackview-tab-mega-2-12gb-256gb-lte-boz-11-97-9000mah-android-klaviatura-sichan-qulaqliq-ile-6931548322443,https://strgimgr.b-cdn.net/img/product/280/df280f83-2a8d-48d4-94d3-4372cddd1aac.jpeg,21
"Planşet Umiio 16 Max 14""",1211542,428.96,489.00,-12 %,23.84,18 ay,https://birmarket.az/product/1211542-umiio-16-max-planset-14-inc,https://strgimgr.b-cdn.net/img/product/280/aada1392-b13e-4ee7-bd55-33ec5fc0f388.jpeg,21
Planşet Modio M71 Pink Kids,1237812,128.00,160.00,-20 %,7.12,18 ay,https://birmarket.az/product/1237812-planshet-modio-m71-pink-kids,https://strgimgr.b-cdn.net/img/product/280/84816be4-2069-46fe-9af2-d96bcb822ca6.jpeg,21
Planşet GtaB T8,1212296,168.99,229.00,-26 %,9.39,18 ay,https://birmarket.az/product/1212296-gtab-t8,https://strgimgr.b-cdn.net/img/product/280/705f092f-e320-4ab7-9858-7d9f95af22cf.jpeg,21
Planşet oteeto Tab 10 8GB/256GB Black,787455,154.99,170.78,-9 %,51.67,3 ay,https://birmarket.az/product/787455-planshet-oteeto-tab-10-8gb-256gb-black,https://strgimgr.b-cdn.net/sized/280/787455-103553c770a3a456da02ab835edb0123.jpg,21
Planşet Modio M730 6GB/256GB Blue,747458,179.00,220.00,-19 %,9.95,18 ay,https://birmarket.az/product/747458-planshet-modio-m730-6gb-256gb-blue,https://strgimgr.b-cdn.net/sized/280/747458-489640c45bdfd6651214a47bba68c9f4.jpg,21
Planşet Bebe Tab B88 4GB/128GB Green,787453,,193.98,,64.66,3 ay,https://birmarket.az/product/787453-planshet-bebe-tab-b88-4gb-128gb-green,https://strgimgr.b-cdn.net/sized/280/787453-16ae1a39a4b6278909679da2dbbd9e48.jpg,21
Planşet Apple iPad Pro 11-inch WiFi 512GB with Standard glass - Space Black (MVVC3),840349,,3750.00,,208.34,18 ay,https://birmarket.az/product/840349-planshet-apple-ipad-pro-11-inch-wifi-512gb-with-standard-glass-space-black-mvvc3,https://strgimgr.b-cdn.net/sized/280/840349-27b7a9a870cf97a5854b8079001a5a16.jpg,21
"Planşet Apple iPad 10.9"" 2022 Wi-Fi 64GB Yellow (MPQ23RK/A)",431898,,800.00,,266.67,3 ay,https://birmarket.az/product/431898-planshet-apple-ipad-10-9-2022-wi-fi-64gb-yellow-mpq23rk-a,https://strgimgr.b-cdn.net/sized/280/431898-9faa2fce6f80d96bdaa1f08d0f6345b7.jpg,21
Planşet Samsung Galaxy Tab A9 4GB/64GB Wi-Fi Graphite (8806095277509),983615,349.99,399.99,-13 %,19.45,18 ay,https://birmarket.az/product/983615-planshet-samsung-galaxy-tab-a9-4gb-64gb-wi-fi-graphite-8806095277509,https://strgimgr.b-cdn.net/sized/280/983615-a54d1480be4a6e35a1cd357f181ede42.jpg,21
Planşet Discover T5 4GB/128GB Purple,939224,119.00,250.00,-52 %,6.62,18 ay,https://birmarket.az/product/939224-planshet-discover-t5-4gb-128gb-purple,https://strgimgr.b-cdn.net/sized/280/939224-413cb9811d768602df81692e4c016f3b.jpg,21
Planşet Vikusha VK-R1 Kids 1GB/8GB Blue,964705,98.97,200.00,-51 %,5.50,18 ay,https://birmarket.az/product/964705-planshet-vikusha-vk-r1-kids-1gb-8gb-blue,https://strgimgr.b-cdn.net/sized/280/964705-c0819b7ea284cbe7d00916cf4e98630d.jpg,21
Planşet Discover Note 18 Plus 8GB/512GB Silver,871437,,189.00,,63.00,3 ay,https://birmarket.az/product/871437-planshet-discover-note-18-plus-8gb-512gb-silver,https://strgimgr.b-cdn.net/sized/280/871437-0721592a50e669f317d8e2e190ba94d2.jpg,21
Planşet Modio M91 5G Gray,1126153,,190.27,,63.43,3 ay,https://birmarket.az/product/1126153-planshet-modio-m91-5g-gray-m91_g,https://strgimgr.b-cdn.net/img/product/280/7cb74fb7-7f21-4e3f-bb33-31c97635ddc4.jpeg,21
Planşet G-Tab Pad10 Pro Gray,1096769,229.99,299.00,-23 %,12.78,18 ay,https://birmarket.az/product/1096769-planshet-g-tab-pad10-pro-gray,https://strgimgr.b-cdn.net/img/product/280/c3c01033-a21d-4883-985b-dfbc170a4c3a.jpeg,21
